name,FIRSTNAME,LASTNAME,info,experience,sector,feedback,jurisdiction,charges,daysofdisposal,language,practices,cityofpractice,probonoserviceprovided,clientdemographics,gender
Tanya Jayaraman,Tanya,Jayaraman,"Tanya Jayaraman has 16 years of experience in Consumer Protection Law, Consumer Protection Law, and Corporate Law. He has a Client Feedback of 1.0 out of 5.0. His Jurisdiction is District Court. He charges 405.1807946046971 USD per hour. He takes 76.35465317387498 Avg Days for Disposal. He speaks: Hindi, Kannada and Urdu. He practices at Sawhney-Shanker, and is based in Delhi. He provides pro bono services to the community. His Client Demographics is Individuals.",16,"Consumer Protection Law, Consumer Protection Law, and Corporate Law",1,District Court,405.1807946,76.35465317,"Hindi, Kannada and Urdu",Sawhney-Shanker,Delhi,yes,Individuals,male
Prerak Kakar,Prerak,Kakar,"Prerak Kakar has 26 years of experience in Medical Law, Intellectual Property Law, and Medical Law. He has a Client Feedback of 5.0 out of 5.0. His Jurisdiction is High Court. He charges 64.0461021524364 USD per hour. He takes 101.39250056274183 Avg Days for Disposal. He speaks: Assamese, Tamil and Punjabi. He practices at Sule, Gaba and Ghose, and is based in Delhi. He provides pro bono services to the community. His Client Demographics is Individuals.",26,"Medical Law, Intellectual Property Law, and Medical Law",5,High Court,64.04610215,101.3925006,"Assamese, Tamil and Punjabi","Sule, Gaba and Ghose",Delhi,yes,Individuals,male
Manjari Zacharia,Manjari,Zacharia,"Manjari Zacharia has 26 years of experience in Medical Law, Criminal Law, and Medical Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is District Court. He charges 485.08949763202713 USD per hour. He takes 80.74836957720439 Avg Days for Disposal. He speaks: Odia, Bengali and Gujarati. He practices at Brahmbhatt-Raval, and is based in Delhi. He does not provide pro bono services to the community. His Client Demographics is Large Corporations.",26,"Medical Law, Criminal Law, and Medical Law",2,District Court,485.0894976,80.74836958,"Odia, Bengali and Gujarati",Brahmbhatt-Raval,Delhi,no,Large Corporations,male
Eshani Rege,Eshani,Rege,"Eshani Rege has 16 years of experience in Intellectual Property Law, Medical Law, and Media and Entertainment Law. He has a Client Feedback of 1.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 286.96772416540523 USD per hour. He takes 69.78006323449247 Avg Days for Disposal. He speaks: Urdu, Marathi and Hindi. He practices at Saha, Bhagat and Dhillon, and is based in Hyderabad. He provides pro bono services to the community. His Client Demographics is Small Businesses.",16,"Intellectual Property Law, Medical Law, and Media and Entertainment Law",1,Specialized Court,286.9677242,69.78006323,"Urdu, Marathi and Hindi","Saha, Bhagat and Dhillon",Hyderabad,yes,Small Businesses,male
Neelofar Din,Neelofar,Din,"Neelofar Din has 21 years of experience in Consumer Protection Law, Real Estate Law, and Human Rights Law. He has a Client Feedback of N/A out of 5.0. His Jurisdiction is Supreme Court. He charges 186.47646172945036 USD per hour. He takes N/A Avg Days for Disposal. He speaks: Assamese, Bengali and Assamese. He practices at Virk-Bala, and is based in Chennai. She does not provide pro bono services to the community. Her Client Demographics is Individuals.",21,"Consumer Protection Law, Real Estate Law, and Human Rights Law",2.858744395,Supreme Court,186.4764617,89.76723953,"Assamese, Bengali and Assamese",Virk-Bala,Chennai,no,Individuals,male
Heer Dube,Heer,Dube,"Heer Dube has 7 years of experience in Environmental Law, Criminal Law, and Human Rights Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 213.1624456676047 USD per hour. He takes 89.5193644397927 Avg Days for Disposal. He speaks: Punjabi, Gujarati and Odia. He practices at Shere, Mandal and Banik, and is based in Bangalore. She does not provide pro bono services to the community. Her Client Demographics is Large Corporations.",7,"Environmental Law, Criminal Law, and Human Rights Law",2,Specialized Court,213.1624457,89.51936444,"Punjabi, Gujarati and Odia","Shere, Mandal and Banik",Bangalore,no,Large Corporations,male
Anya Divan,Anya,Divan,"Anya Divan has 4 years of experience in Human Rights Law, Human Rights Law, and Criminal Law. He has a Client Feedback of 4.0 out of 5.0. His Jurisdiction is District Court. He charges 79.88240905722381 USD per hour. He takes 72.28541274503422 Avg Days for Disposal. He speaks: Hindi, Gujarati and Tamil. He practices at Chhabra and Sons, and is based in Mumbai. He provides pro bono services to the community. His Client Demographics is Individuals.",4,"Human Rights Law, Human Rights Law, and Criminal Law",4,District Court,79.88240906,72.28541275,"Hindi, Gujarati and Tamil",Chhabra and Sons,Mumbai,yes,Individuals,male
Ahana  Deshmukh,Ahana,Deshmukh,"Ahana  Deshmukh has 1 years of experience in Real Estate Law, Family Law, and Corporate Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is Supreme Court. He charges 495.20728131891764 USD per hour. He takes 72.72478336448485 Avg Days for Disposal. He speaks: Hindi, Telugu and Odia. He practices at Dalal-Rao, and is based in Delhi. She provides pro bono services to the community. Her Client Demographics is Large Corporations.",1,"Real Estate Law, Family Law, and Corporate Law",2,Supreme Court,495.2072813,72.72478336,"Hindi, Telugu and Odia",Dalal-Rao,Delhi,yes,Large Corporations,male
Baiju Upadhyay,Baiju,Upadhyay,"Baiju Upadhyay has 5 years of experience in Family Law, Immigration Law, and Real Estate Law. He has a Client Feedback of 3.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 67.6813753178116 USD per hour. He takes 121.66944501149376 Avg Days for Disposal. He speaks: Kannada, Gujarati and Bengali. He practices at Sheth Ltd, and is based in Hyderabad. She provides pro bono services to the community. Her Client Demographics is Small Businesses.",5,"Family Law, Immigration Law, and Real Estate Law",3,Specialized Court,67.68137532,121.669445,"Kannada, Gujarati and Bengali",Sheth Ltd,Hyderabad,yes,Small Businesses,male
Yuvaan Gade,Yuvaan,Gade,"Yuvaan Gade has 23 years of experience in Banking and Finance Law, Banking and Finance Law, and Environmental Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 344.70820541653654 USD per hour. He takes 77.0915189427917 Avg Days for Disposal. He speaks: Urdu, Hindi and Kannada. He practices at Savant, Deol and Khosla, and is based in Mumbai. He does not provide pro bono services to the community. His Client Demographics is Individuals.",23,"Banking and Finance Law, Banking and Finance Law, and Environmental Law",2,Specialized Court,344.7082054,77.09151894,"Urdu, Hindi and Kannada","Savant, Deol and Khosla",Mumbai,no,Individuals,male
Bhavin Dora,Bhavin,Dora,"Bhavin Dora has 26 years of experience in Family Law, Constitutional Law, and Environmental Law. He has a Client Feedback of 3.0 out of 5.0. His Jurisdiction is High Court. He charges 249.23116746790623 USD per hour. He takes 85.15436446840489 Avg Days for Disposal. He speaks: Kannada, Hindi and Gujarati. He practices at Iyengar, Chaudhari and Sodhi, and is based in Chennai. He provides pro bono services to the community. His Client Demographics is Small Businesses.",26,"Family Law, Constitutional Law, and Environmental Law",3,High Court,249.2311675,85.15436447,"Kannada, Hindi and Gujarati","Iyengar, Chaudhari and Sodhi",Chennai,yes,Small Businesses,male
Chirag Hayer,Chirag,Hayer,"Chirag Hayer has 10 years of experience in Labor Law, Constitutional Law, and Immigration Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is Supreme Court. He charges 477.0122981849218 USD per hour. He takes 84.49144498801071 Avg Days for Disposal. He speaks: Kannada, Odia and Malayalam. He practices at Hayre Group, and is based in Bangalore. She provides pro bono services to the community. Her Client Demographics is Small Businesses.",10,"Labor Law, Constitutional Law, and Immigration Law",2,Supreme Court,477.0122982,84.49144499,"Kannada, Odia and Malayalam",Hayre Group,Bangalore,yes,Small Businesses,male
Divij Thakur,Divij,Thakur,"Divij Thakur has 22 years of experience in Medical Law, Environmental Law, and Corporate Law. He has a Client Feedback of 3.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 160.69988313805783 USD per hour. He takes 83.67964788344337 Avg Days for Disposal. He speaks: Malayalam, Urdu and Marathi. He practices at Kothari-Chahal, and is based in Hyderabad. She does not provide pro bono services to the community. Her Client Demographics is Large Corporations.",22,"Medical Law, Environmental Law, and Corporate Law",3,Specialized Court,160.6998831,83.67964788,"Malayalam, Urdu and Marathi",Kothari-Chahal,Hyderabad,no,Large Corporations,male
Lakshay Sekhon,Lakshay,Sekhon,"Lakshay Sekhon has 5 years of experience in Immigration Law, Corporate Law, and Intellectual Property Law. He has a Client Feedback of 4.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 289.4390707721051 USD per hour. He takes 99.32020109953653 Avg Days for Disposal. He speaks: Kannada, Assamese and Telugu. He practices at Sibal and Sons, and is based in Delhi. She does not provide pro bono services to the community. Her Client Demographics is Individuals.",5,"Immigration Law, Corporate Law, and Intellectual Property Law",4,Specialized Court,289.4390708,99.3202011,"Kannada, Assamese and Telugu",Sibal and Sons,Delhi,no,Individuals,male
Advika Wable,Advika,Wable,"Advika Wable has 4 years of experience in Real Estate Law, Environmental Law, and Environmental Law. He has a Client Feedback of N/A out of 5.0. His Jurisdiction is High Court. He charges 267.06029386223884 USD per hour. He takes N/A Avg Days for Disposal. He speaks: Punjabi, Tamil and Marathi. He practices at Sharaf-Sura, and is based in Delhi. He does not provide pro bono services to the community. His Client Demographics is Individuals.",4,"Real Estate Law, Environmental Law, and Environmental Law",3.085416667,High Court,267.0602939,91.07675778,"Punjabi, Tamil and Marathi",Sharaf-Sura,Delhi,no,Individuals,male
Farhan Sarna,Farhan,Sarna,"Farhan Sarna has 2 years of experience in Tax Law, Human Rights Law, and Banking and Finance Law. He has a Client Feedback of 3.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 366.2898998225456 USD per hour. He takes 85.41068352702612 Avg Days for Disposal. He speaks: Gujarati, Urdu and Marathi. He practices at Gaba-Tank, and is based in Delhi. She does not provide pro bono services to the community. Her Client Demographics is Large Corporations.",2,"Tax Law, Human Rights Law, and Banking and Finance Law",3,Specialized Court,366.2898998,85.41068353,"Gujarati, Urdu and Marathi",Gaba-Tank,Delhi,no,Large Corporations,male
Hazel Chana,Hazel,Chana,"Hazel Chana has 20 years of experience in Human Rights Law, Real Estate Law, and Medical Law. He has a Client Feedback of 3.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 80.60460437858923 USD per hour. He takes 71.45282570111476 Avg Days for Disposal. He speaks: Gujarati, Urdu and Punjabi. He practices at Dutt, Ranganathan and Date, and is based in Hyderabad. She provides pro bono services to the community. Her Client Demographics is Large Corporations.",20,"Human Rights Law, Real Estate Law, and Medical Law",3,Specialized Court,80.60460438,71.4528257,"Gujarati, Urdu and Punjabi","Dutt, Ranganathan and Date",Hyderabad,yes,Large Corporations,male
Riya Sarin,Riya,Sarin,"Riya Sarin has 10 years of experience in Criminal Law, Tax Law, and Consumer Protection Law. He has a Client Feedback of 4.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 137.2051085105097 USD per hour. He takes 109.11660341773356 Avg Days for Disposal. He speaks: Punjabi, Hindi and Punjabi. He practices at Sagar-Desai, and is based in Mumbai. He does not provide pro bono services to the community. His Client Demographics is Small Businesses.",10,"Criminal Law, Tax Law, and Consumer Protection Law",4,Specialized Court,137.2051085,109.1166034,"Punjabi, Hindi and Punjabi",Sagar-Desai,Mumbai,no,Small Businesses,male
Vaibhav Andra,Vaibhav,Andra,"Vaibhav Andra has 26 years of experience in Civil Law, Environmental Law, and Media and Entertainment Law. He has a Client Feedback of 3.0 out of 5.0. His Jurisdiction is High Court. He charges 146.55416904178242 USD per hour. He takes 88.56988363204977 Avg Days for Disposal. He speaks: Marathi, Tamil and Kannada. He practices at Kashyap LLC, and is based in Chennai. She does not provide pro bono services to the community. Her Client Demographics is Individuals.",26,"Civil Law, Environmental Law, and Media and Entertainment Law",3,High Court,146.554169,88.56988363,"Marathi, Tamil and Kannada",Kashyap LLC,Chennai,no,Individuals,male
Suhana Chaudhuri,Suhana,Chaudhuri,"Suhana Chaudhuri has 19 years of experience in Corporate Law, Banking and Finance Law, and Immigration Law. He has a Client Feedback of 1.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 382.16783967876034 USD per hour. He takes 115.95482722285753 Avg Days for Disposal. He speaks: Odia, Odia and Marathi. He practices at Subramaniam LLC, and is based in Bangalore. He provides pro bono services to the community. His Client Demographics is Individuals.",19,"Corporate Law, Banking and Finance Law, and Immigration Law",1,Specialized Court,382.1678397,115.9548272,"Odia, Odia and Marathi",Subramaniam LLC,Bangalore,yes,Individuals,male
Jhanvi Wason,Jhanvi,Wason,"Jhanvi Wason has 26 years of experience in Intellectual Property Law, Intellectual Property Law, and Corporate Law. He has a Client Feedback of 4.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 135.11241334703303 USD per hour. He takes 56.31621153652256 Avg Days for Disposal. He speaks: Assamese, Marathi and Tamil. He practices at Raju, Kala and Kala, and is based in Chennai. He does not provide pro bono services to the community. His Client Demographics is Large Corporations.",26,"Intellectual Property Law, Intellectual Property Law, and Corporate Law",4,Specialized Court,135.1124133,56.31621154,"Assamese, Marathi and Tamil","Raju, Kala and Kala",Chennai,no,Large Corporations,male
Dharmajan Apte,Dharmajan,Apte,"Dharmajan Apte has 1 years of experience in Immigration Law, Environmental Law, and Intellectual Property Law. He has a Client Feedback of 1.0 out of 5.0. His Jurisdiction is Supreme Court. He charges 308.0712937509395 USD per hour. He takes 92.93104831924981 Avg Days for Disposal. He speaks: Bengali, Telugu and Bengali. He practices at Banerjee, Mani and Saran, and is based in Delhi. She does not provide pro bono services to the community. Her Client Demographics is Large Corporations.",1,"Immigration Law, Environmental Law, and Intellectual Property Law",1,Supreme Court,308.0712938,92.93104832,"Bengali, Telugu and Bengali","Banerjee, Mani and Saran",Delhi,no,Large Corporations,male
Khushi Thakkar,Khushi,Thakkar,"Khushi Thakkar has 24 years of experience in Immigration Law, Media and Entertainment Law, and Intellectual Property Law. He has a Client Feedback of 4.0 out of 5.0. His Jurisdiction is Supreme Court. He charges 146.85971922542916 USD per hour. He takes 118.77909500814312 Avg Days for Disposal. He speaks: Malayalam, Hindi and Marathi. He practices at Wali and Sons, and is based in Chennai. He provides pro bono services to the community. His Client Demographics is Large Corporations.",24,"Immigration Law, Media and Entertainment Law, and Intellectual Property Law",4,Supreme Court,146.8597192,118.779095,"Malayalam, Hindi and Marathi",Wali and Sons,Chennai,yes,Large Corporations,male
Mannat Loyal,Mannat,Loyal,"Mannat Loyal has 5 years of experience in Environmental Law, Environmental Law, and Medical Law. He has a Client Feedback of 3.0 out of 5.0. His Jurisdiction is High Court. He charges 437.7312275377903 USD per hour. He takes 84.70103796842763 Avg Days for Disposal. He speaks: Odia, Bengali and Gujarati. He practices at Majumdar, Virk and Sabharwal, and is based in Mumbai. He does not provide pro bono services to the community. His Client Demographics is Individuals.",5,"Environmental Law, Environmental Law, and Medical Law",3,High Court,437.7312275,84.70103797,"Odia, Bengali and Gujarati","Majumdar, Virk and Sabharwal",Mumbai,no,Individuals,male
Vritika Gill,Vritika,Gill,"Vritika Gill has 13 years of experience in Immigration Law, Tax Law, and Banking and Finance Law. He has a Client Feedback of N/A out of 5.0. His Jurisdiction is District Court. He charges 473.9834545203373 USD per hour. He takes N/A Avg Days for Disposal. He speaks: Punjabi, Telugu and Telugu. He practices at Sachdev-Dutt, and is based in Kolkata. She does not provide pro bono services to the community. Her Client Demographics is Individuals.",13,"Immigration Law, Tax Law, and Banking and Finance Law",2.967963387,District Court,473.9834545,90.24561363,"Punjabi, Telugu and Telugu",Sachdev-Dutt,Kolkata,no,Individuals,male
Farhan Bajaj,Farhan,Bajaj,"Farhan Bajaj has 4 years of experience in Criminal Law, Corporate Law, and Constitutional Law. He has a Client Feedback of 3.0 out of 5.0. His Jurisdiction is Supreme Court. He charges 283.3218387240082 USD per hour. He takes 94.43267537385508 Avg Days for Disposal. He speaks: Telugu, Marathi and Hindi. He practices at Goswami-Kurian, and is based in Kolkata. He provides pro bono services to the community. His Client Demographics is Small Businesses.",4,"Criminal Law, Corporate Law, and Constitutional Law",3,Supreme Court,283.3218387,94.43267537,"Telugu, Marathi and Hindi",Goswami-Kurian,Kolkata,yes,Small Businesses,male
Amani Yohannan,Amani,Yohannan,"Amani Yohannan has 16 years of experience in Criminal Law, Family Law, and Family Law. He has a Client Feedback of 4.0 out of 5.0. His Jurisdiction is High Court. He charges 208.53899789413023 USD per hour. He takes 81.61806271672565 Avg Days for Disposal. He speaks: Bengali, Gujarati and Kannada. He practices at Kalla, Tella and Dass, and is based in Bangalore. She provides pro bono services to the community. Her Client Demographics is Large Corporations.",16,"Criminal Law, Family Law, and Family Law",4,High Court,208.5389979,81.61806272,"Bengali, Gujarati and Kannada","Kalla, Tella and Dass",Bangalore,yes,Large Corporations,male
Saanvi Garg,Saanvi,Garg,"Saanvi Garg has 24 years of experience in Corporate Law, Intellectual Property Law, and Criminal Law. He has a Client Feedback of 3.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 155.32599875787463 USD per hour. He takes 85.318921019209 Avg Days for Disposal. He speaks: Marathi, Urdu and Kannada. He practices at Gaba, Karnik and Singh, and is based in Bangalore. He provides pro bono services to the community. His Client Demographics is Small Businesses.",24,"Corporate Law, Intellectual Property Law, and Criminal Law",3,Specialized Court,155.3259988,85.31892102,"Marathi, Urdu and Kannada","Gaba, Karnik and Singh",Bangalore,yes,Small Businesses,male
Raghav Shanker,Raghav,Shanker,"Raghav Shanker has 16 years of experience in Banking and Finance Law, Environmental Law, and Media and Entertainment Law. He has a Client Feedback of 1.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 72.4014506853697 USD per hour. He takes 84.93277358712895 Avg Days for Disposal. He speaks: Tamil, Malayalam and Urdu. He practices at Ratta-Chaudhari, and is based in Chennai. He provides pro bono services to the community. His Client Demographics is Individuals.",16,"Banking and Finance Law, Environmental Law, and Media and Entertainment Law",1,Specialized Court,72.40145069,84.93277359,"Tamil, Malayalam and Urdu",Ratta-Chaudhari,Chennai,yes,Individuals,male
Abram Thaker,Abram,Thaker,"Abram Thaker has 23 years of experience in Consumer Protection Law, Human Rights Law, and Real Estate Law. He has a Client Feedback of 1.0 out of 5.0. His Jurisdiction is High Court. He charges 170.82503428887293 USD per hour. He takes 80.5886889836044 Avg Days for Disposal. He speaks: Bengali, Kannada and Gujarati. He practices at Issac, Yogi and Grewal, and is based in Bangalore. She provides pro bono services to the community. Her Client Demographics is Small Businesses.",23,"Consumer Protection Law, Human Rights Law, and Real Estate Law",1,High Court,170.8250343,80.58868898,"Bengali, Kannada and Gujarati","Issac, Yogi and Grewal",Bangalore,yes,Small Businesses,male
Sumer Viswanathan,Sumer,Viswanathan,"Sumer Viswanathan has 2 years of experience in Tax Law, Medical Law, and Media and Entertainment Law. He has a Client Feedback of 3.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 344.40610097539303 USD per hour. He takes 108.43284825300839 Avg Days for Disposal. He speaks: Hindi, Odia and Punjabi. He practices at Grover-Chadha, and is based in Hyderabad. She provides pro bono services to the community. Her Client Demographics is Small Businesses.",2,"Tax Law, Medical Law, and Media and Entertainment Law",3,Specialized Court,344.406101,108.4328483,"Hindi, Odia and Punjabi",Grover-Chadha,Hyderabad,yes,Small Businesses,male
Vivaan Dara,Vivaan,Dara,"Vivaan Dara has 17 years of experience in Real Estate Law, Immigration Law, and Civil Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 290.1276190891449 USD per hour. He takes 96.91617048444652 Avg Days for Disposal. He speaks: Punjabi, Urdu and Malayalam. He practices at Zachariah-Grewal, and is based in Mumbai. She provides pro bono services to the community. Her Client Demographics is Small Businesses.",17,"Real Estate Law, Immigration Law, and Civil Law",2,Specialized Court,290.1276191,96.91617048,"Punjabi, Urdu and Malayalam",Zachariah-Grewal,Mumbai,yes,Small Businesses,male
Inaaya  Bora,Inaaya,Bora,"Inaaya  Bora has 28 years of experience in Immigration Law, Banking and Finance Law, and Medical Law. He has a Client Feedback of 4.0 out of 5.0. His Jurisdiction is District Court. He charges 474.81857522641735 USD per hour. He takes 93.75942348154953 Avg Days for Disposal. He speaks: Malayalam, Gujarati and Bengali. He practices at Basu, Sami and Kuruvilla, and is based in Delhi. He provides pro bono services to the community. His Client Demographics is Large Corporations.",28,"Immigration Law, Banking and Finance Law, and Medical Law",4,District Court,474.8185752,93.75942348,"Malayalam, Gujarati and Bengali","Basu, Sami and Kuruvilla",Delhi,yes,Large Corporations,male
Charvi Sehgal,Charvi,Sehgal,"Charvi Sehgal has 27 years of experience in Family Law, Tax Law, and Media and Entertainment Law. He has a Client Feedback of 4.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 228.32476812126527 USD per hour. He takes 102.12856510335175 Avg Days for Disposal. He speaks: Tamil, Marathi and Tamil. He practices at Bobal-Raman, and is based in Delhi. She provides pro bono services to the community. Her Client Demographics is Individuals.",27,"Family Law, Tax Law, and Media and Entertainment Law",4,Specialized Court,228.3247681,102.1285651,"Tamil, Marathi and Tamil",Bobal-Raman,Delhi,yes,Individuals,male
Arhaan Kohli,Arhaan,Kohli,"Arhaan Kohli has 20 years of experience in Constitutional Law, Immigration Law, and Environmental Law. He has a Client Feedback of N/A out of 5.0. His Jurisdiction is Supreme Court. He charges 362.23850404777755 USD per hour. He takes N/A Avg Days for Disposal. He speaks: Odia, Bengali and Assamese. He practices at Behl and Sons, and is based in Chennai. He provides pro bono services to the community. His Client Demographics is Large Corporations.",20,"Constitutional Law, Immigration Law, and Environmental Law",2.858744395,Supreme Court,362.238504,89.76723953,"Odia, Bengali and Assamese",Behl and Sons,Chennai,yes,Large Corporations,male
Shalv Gade,Shalv,Gade,"Shalv Gade has 24 years of experience in Environmental Law, Tax Law, and Tax Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 270.1952363638046 USD per hour. He takes 78.38694272470649 Avg Days for Disposal. He speaks: Assamese, Odia and Gujarati. He practices at Virk-Chandran, and is based in Delhi. She provides pro bono services to the community. Her Client Demographics is Small Businesses.",24,"Environmental Law, Tax Law, and Tax Law",2,Specialized Court,270.1952364,78.38694272,"Assamese, Odia and Gujarati",Virk-Chandran,Delhi,yes,Small Businesses,male
Anahita Sahota,Anahita,Sahota,"Anahita Sahota has 12 years of experience in Environmental Law, Human Rights Law, and Corporate Law. He has a Client Feedback of 1.0 out of 5.0. His Jurisdiction is High Court. He charges 280.6592971658953 USD per hour. He takes 80.96063543078164 Avg Days for Disposal. He speaks: Assamese, Odia and Odia. He practices at Gole, Sridhar and Mani, and is based in Chennai. He provides pro bono services to the community. His Client Demographics is Large Corporations.",12,"Environmental Law, Human Rights Law, and Corporate Law",1,High Court,280.6592972,80.96063543,"Assamese, Odia and Odia","Gole, Sridhar and Mani",Chennai,yes,Large Corporations,male
Kanav Bhasin,Kanav,Bhasin,"Kanav Bhasin has 18 years of experience in Banking and Finance Law, Immigration Law, and Corporate Law. He has a Client Feedback of 5.0 out of 5.0. His Jurisdiction is District Court. He charges 170.49844157185288 USD per hour. He takes 90.02674561656913 Avg Days for Disposal. He speaks: Tamil, Marathi and Hindi. He practices at Dar, Walia and Samra, and is based in Bangalore. She does not provide pro bono services to the community. Her Client Demographics is Individuals.",18,"Banking and Finance Law, Immigration Law, and Corporate Law",5,District Court,170.4984416,90.02674562,"Tamil, Marathi and Hindi","Dar, Walia and Samra",Bangalore,no,Individuals,male
Kabir Bhardwaj,Kabir,Bhardwaj,"Kabir Bhardwaj has 3 years of experience in Family Law, Tax Law, and Media and Entertainment Law. He has a Client Feedback of 5.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 254.72784957889985 USD per hour. He takes 74.11182437440647 Avg Days for Disposal. He speaks: Assamese, Assamese and Telugu. He practices at Deep-Bath, and is based in Bangalore. He provides pro bono services to the community. His Client Demographics is Individuals.",3,"Family Law, Tax Law, and Media and Entertainment Law",5,Specialized Court,254.7278496,74.11182437,"Assamese, Assamese and Telugu",Deep-Bath,Bangalore,yes,Individuals,male
Jiya Issac,Jiya,Issac,"Jiya Issac has 28 years of experience in Labor Law, Consumer Protection Law, and Immigration Law. He has a Client Feedback of 3.0 out of 5.0. His Jurisdiction is High Court. He charges 261.8532486557183 USD per hour. He takes 82.49608475119987 Avg Days for Disposal. He speaks: Malayalam, Telugu and Urdu. He practices at Venkataraman-Dhillon, and is based in Hyderabad. She provides pro bono services to the community. Her Client Demographics is Small Businesses.",28,"Labor Law, Consumer Protection Law, and Immigration Law",3,High Court,261.8532487,82.49608475,"Malayalam, Telugu and Urdu",Venkataraman-Dhillon,Hyderabad,yes,Small Businesses,male
Mohanlal Rastogi,Mohanlal,Rastogi,"Mohanlal Rastogi has 1 years of experience in Family Law, Immigration Law, and Immigration Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is Supreme Court. He charges 367.98913478702025 USD per hour. He takes 82.25825037192848 Avg Days for Disposal. He speaks: Punjabi, Punjabi and Gujarati. He practices at Bhatia, Virk and Sheth, and is based in Hyderabad. He provides pro bono services to the community. His Client Demographics is Small Businesses.",1,"Family Law, Immigration Law, and Immigration Law",2,Supreme Court,367.9891348,82.25825037,"Punjabi, Punjabi and Gujarati","Bhatia, Virk and Sheth",Hyderabad,yes,Small Businesses,male
Nirvi Ray,Nirvi,Ray,"Nirvi Ray has 1 years of experience in Human Rights Law, Corporate Law, and Human Rights Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 473.2879996337512 USD per hour. He takes 121.86834344743521 Avg Days for Disposal. He speaks: Odia, Malayalam and Urdu. He practices at Deep, Din and Bhardwaj, and is based in Mumbai. He provides pro bono services to the community. His Client Demographics is Large Corporations.",1,"Human Rights Law, Corporate Law, and Human Rights Law",2,Specialized Court,473.2879996,121.8683434,"Odia, Malayalam and Urdu","Deep, Din and Bhardwaj",Mumbai,yes,Large Corporations,male
Samaira Chawla,Samaira,Chawla,"Samaira Chawla has 29 years of experience in Labor Law, Civil Law, and Tax Law. He has a Client Feedback of 4.0 out of 5.0. His Jurisdiction is District Court. He charges 198.19457486712693 USD per hour. He takes 48.392775900991246 Avg Days for Disposal. He speaks: Assamese, Urdu and Hindi. He practices at Randhawa Inc, and is based in Delhi. He provides pro bono services to the community. His Client Demographics is Individuals.",29,"Labor Law, Civil Law, and Tax Law",4,District Court,198.1945749,48.3927759,"Assamese, Urdu and Hindi",Randhawa Inc,Delhi,yes,Individuals,male
Mahika Sankaran,Mahika,Sankaran,"Mahika Sankaran has 19 years of experience in Civil Law, Intellectual Property Law, and Corporate Law. He has a Client Feedback of 1.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 68.9902108615843 USD per hour. He takes 87.3057041789155 Avg Days for Disposal. He speaks: Punjabi, Telugu and Marathi. He practices at Ben-Batra, and is based in Hyderabad. He does not provide pro bono services to the community. His Client Demographics is Individuals.",19,"Civil Law, Intellectual Property Law, and Corporate Law",1,Specialized Court,68.99021086,87.30570418,"Punjabi, Telugu and Marathi",Ben-Batra,Hyderabad,no,Individuals,male
Tejas Dhar,Tejas,Dhar,"Tejas Dhar has 11 years of experience in Medical Law, Real Estate Law, and Labor Law. He has a Client Feedback of N/A out of 5.0. His Jurisdiction is High Court. He charges 273.33280647528784 USD per hour. He takes N/A Avg Days for Disposal. He speaks: Urdu, Hindi and Urdu. He practices at Buch LLC, and is based in Mumbai. She does not provide pro bono services to the community. Her Client Demographics is Large Corporations.",11,"Medical Law, Real Estate Law, and Labor Law",3.085416667,High Court,273.3328065,91.07675778,"Urdu, Hindi and Urdu",Buch LLC,Mumbai,no,Large Corporations,male
